CRIM,ZN,INDUS,CHAS,NOX,RM,DIS,TAX,PTRATIO,LSTAT,AGE_middle-aged,AGE_old,AGE_young,RAD_high,RAD_low,RAD_medium
0.00632,18.0,2.31,0.0,0.538,6.266619256017506,4.09,296.0,18.426431718061675,4.98,0,1,0,0,1,0
0.02731,0.0,7.07,0.0,0.469,6.421,4.9671,407.86170212765956,17.8,9.14,0,1,0,0,1,0
0.02729,0.0,7.07,0.0,0.469,7.185,4.9671,407.86170212765956,17.8,4.03,0,1,0,0,1,0
0.03237,0.0,2.18,0.0,0.458,6.998,6.0622,222.0,18.7,2.94,1,0,0,0,0,0
0.06905,0.0,2.18,0.0,0.5537947136563877,7.147,6.0622,222.0,18.7,5.33,1,0,0,0,0,0
0.02985,0.0,2.18,0.0,0.458,6.266619256017506,6.0622,222.0,18.7,5.21,1,0,0,0,0,0
3.4665813199105147,12.5,7.87,0.0,0.524,6.012,5.5605,311.0,15.2,12.43,0,1,0,0,0,1
3.4665813199105147,12.5,7.87,0.0,0.524,6.172,5.9505,311.0,15.2,19.15,0,1,0,0,0,1
0.21124,11.61147186147186,7.87,0.0,0.524,5.631,6.0821,311.0,15.2,29.93,0,1,0,0,0,1
0.17004,12.5,7.87,0.0,0.524,6.004,6.5921,407.86170212765956,15.2,17.1,0,1,0,0,0,1
0.22489,12.5,7.87,0.0,0.524,6.266619256017506,3.780305764966741,311.0,15.2,20.45,0,1,0,0,0,1
0.11747,11.61147186147186,7.87,0.06798245614035088,0.524,6.009,6.2267,311.0,15.2,13.27,0,1,0,0,0,1
0.09378,12.5,7.87,0.06798245614035088,0.5537947136563877,5.889,5.4509,311.0,15.2,15.71,1,0,0,0,0,1
0.62976,0.0,11.116921397379913,0.06798245614035088,0.538,5.949,4.7075,407.86170212765956,21.0,8.26,0,1,0,0,1,0
0.63796,0.0,8.14,0.0,0.538,6.096,4.4619,307.0,21.0,10.26,0,1,0,0,1,0
0.62739,0.0,8.14,0.06798245614035088,0.538,5.834,4.4986,307.0,21.0,8.47,0,0,0,0,1,0
1.05393,0.0,11.116921397379913,0.0,0.538,5.935,4.4986,307.0,21.0,6.58,0,0,1,0,0,0
3.4665813199105147,0.0,11.116921397379913,0.0,0.538,5.99,4.2579,307.0,18.426431718061675,14.67,0,1,0,0,0,0
0.80271,0.0,8.14,0.0,0.538,6.266619256017506,3.7965,307.0,18.426431718061675,11.69,1,0,0,0,0,0
3.4665813199105147,0.0,8.14,0.0,0.538,5.727,3.7965,307.0,21.0,12.645822510822512,0,1,0,0,1,0
1.25179,0.0,8.14,0.0,0.538,5.57,3.7979,307.0,21.0,21.02,0,0,0,0,0,0
0.85204,11.61147186147186,8.14,0.0,0.5537947136563877,5.965,4.0123,307.0,21.0,13.83,0,1,0,0,1,0
1.23247,0.0,8.14,0.0,0.538,6.142,3.9769,307.0,21.0,18.72,0,1,0,0,1,0
0.98843,11.61147186147186,8.14,0.0,0.538,6.266619256017506,4.0952,307.0,21.0,19.88,0,1,0,0,1,0
0.75026,0.0,8.14,0.0,0.538,5.924,4.3996,307.0,21.0,16.3,0,1,0,0,1,0
0.84054,11.61147186147186,8.14,0.0,0.538,5.599,4.4546,307.0,21.0,16.51,0,1,0,0,1,0
0.67191,0.0,8.14,0.0,0.538,5.813,4.682,407.86170212765956,21.0,14.81,0,1,0,0,0,0
0.95577,0.0,8.14,0.06798245614035088,0.5537947136563877,6.047,4.4534,307.0,21.0,17.28,0,1,0,0,1,0
0.77299,0.0,8.14,0.0,0.538,6.495,4.4547,307.0,21.0,12.8,0,1,0,0,1,0
1.00245,0.0,8.14,0.0,0.538,6.674,4.239,307.0,21.0,11.98,0,1,0,0,0,0
3.4665813199105147,0.0,8.14,0.0,0.538,5.713,4.233,307.0,21.0,12.645822510822512,0,1,0,0,1,0
1.35472,0.0,8.14,0.0,0.538,6.072,4.175,307.0,21.0,13.04,0,1,0,0,1,0
1.38799,0.0,8.14,0.0,0.538,5.95,3.99,307.0,21.0,27.71,0,1,0,0,1,0
1.15172,11.61147186147186,8.14,0.0,0.538,5.701,3.7872,307.0,21.0,18.35,0,1,0,0,1,0
1.61282,0.0,8.14,0.0,0.538,6.096,3.7598,307.0,21.0,20.34,0,1,0,0,1,0
0.06417,0.0,5.96,0.0,0.499,5.933,3.780305764966741,407.86170212765956,19.2,9.68,0,0,0,0,0,1
0.09744,0.0,5.96,0.0,0.499,5.841,3.3779,279.0,19.2,11.41,0,1,0,0,0,1
0.08014,0.0,5.96,0.0,0.499,6.266619256017506,3.9342,279.0,19.2,12.645822510822512,1,0,0,0,0,1
0.17505,0.0,5.96,0.0,0.5537947136563877,5.966,3.8473,279.0,19.2,10.13,1,0,0,0,0,1
0.02763,75.0,2.95,0.0,0.428,6.595,5.4011,252.0,18.3,4.32,0,0,1,0,1,0
0.03359,75.0,2.95,0.0,0.428,6.266619256017506,5.4011,252.0,18.3,1.98,0,0,1,0,1,0
0.12744,0.0,6.91,0.0,0.448,6.77,3.780305764966741,233.0,17.9,4.84,0,0,1,0,1,0
0.1415,0.0,6.91,0.0,0.448,6.169,5.7209,233.0,17.9,5.81,0,0,1,0,1,0
0.15936,0.0,6.91,0.0,0.448,6.211,5.7209,233.0,17.9,7.44,0,0,1,0,1,0
0.12269,0.0,6.91,0.0,0.448,6.069,5.7209,233.0,17.9,9.55,1,0,0,0,1,0
3.4665813199105147,0.0,6.91,0.0,0.5537947136563877,5.682,5.1004,233.0,17.9,10.21,1,0,0,0,1,0
0.18836,0.0,6.91,0.0,0.448,5.786,5.1004,233.0,17.9,14.15,1,0,0,0,1,0
0.22927,0.0,6.91,0.0,0.448,6.03,5.6894,233.0,17.9,18.8,0,1,0,0,1,0
0.25387,0.0,6.91,0.0,0.448,5.399,5.87,233.0,17.9,30.81,0,1,0,0,1,0
0.21977,0.0,11.116921397379913,0.0,0.448,5.602,6.0877,233.0,17.9,16.2,0,1,0,0,1,0
0.08873,21.0,5.64,0.0,0.439,5.963,6.8147,243.0,16.8,13.45,1,0,0,0,1,0
0.04337,21.0,5.64,0.0,0.439,6.115,6.8147,243.0,16.8,9.43,0,0,0,0,0,0
0.0536,21.0,5.64,0.0,0.439,6.511,6.8147,243.0,16.8,5.28,0,0,1,0,1,0
0.04981,21.0,5.64,0.0,0.439,5.998,3.780305764966741,243.0,16.8,12.645822510822512,0,0,1,0,1,0
0.0136,75.0,4.0,0.0,0.41,5.888,7.3197,469.0,21.1,14.8,1,0,0,0,1,0
0.01311,90.0,1.22,0.0,0.403,6.266619256017506,8.6966,226.0,17.9,4.81,0,0,1,0,0,1
0.02055,85.0,0.74,0.0,0.41,6.383,9.1876,313.0,17.3,5.77,1,0,0,0,1,0
0.01432,100.0,1.32,0.0,0.411,6.816,3.780305764966741,256.0,15.1,3.95,1,0,0,0,0,1
0.15445,25.0,5.13,0.0,0.5537947136563877,6.145,7.8148,284.0,19.7,6.86,0,0,1,0,0,1
0.10328,25.0,5.13,0.0,0.453,6.266619256017506,6.932,284.0,19.7,9.22,0,0,0,0,0,1
0.14932,11.61147186147186,5.13,0.0,0.453,5.741,7.2254,284.0,19.7,13.15,0,1,0,0,0,1
0.17171,25.0,5.13,0.0,0.453,5.966,3.780305764966741,284.0,19.7,14.44,0,1,0,0,0,1
0.11027,25.0,5.13,0.0,0.5537947136563877,6.456,7.2255,284.0,19.7,6.73,0,1,0,0,0,1
0.1265,25.0,5.13,0.0,0.453,6.762,7.9809,284.0,19.7,9.5,1,0,0,0,0,1
0.01951,17.5,1.38,0.0,0.4161,7.104,9.2229,216.0,18.6,12.645822510822512,1,0,0,0,1,0
0.03584,80.0,3.37,0.0,0.398,6.29,3.780305764966741,337.0,16.1,4.67,0,0,0,0,1,0
0.04379,80.0,3.37,0.0,0.5537947136563877,5.787,6.6115,337.0,18.426431718061675,10.24,0,0,0,0,1,0
0.05789,12.5,6.07,0.0,0.409,5.878,6.498,345.0,18.9,8.1,0,0,1,0,1,0
0.13554,12.5,6.07,0.0,0.409,5.594,6.498,345.0,18.9,13.09,0,0,0,0,1,0
0.12816,12.5,6.07,0.0,0.409,5.885,6.498,345.0,18.426431718061675,8.79,1,0,0,0,1,0
0.08826,0.0,10.81,0.0,0.413,6.417,5.2873,305.0,19.2,6.72,0,0,1,0,1,0
0.15876,0.0,10.81,0.0,0.413,5.961,5.2873,305.0,19.2,9.88,0,0,1,0,1,0
0.09164,0.0,10.81,0.0,0.413,6.065,5.2873,305.0,19.2,5.52,0,0,1,0,1,0
0.19539,0.0,11.116921397379913,0.0,0.413,6.245,5.2873,305.0,19.2,7.54,0,0,1,0,1,0
0.07896,0.0,12.83,0.06798245614035088,0.437,6.273,4.2515,398.0,18.7,6.78,0,0,1,0,0,0
0.09512,0.0,12.83,0.06798245614035088,0.437,6.286,4.5026,398.0,18.426431718061675,8.94,1,0,0,0,0,1
0.10153,0.0,12.83,0.0,0.437,6.279,4.0522,398.0,18.7,11.97,0,1,0,0,0,1
0.08707,0.0,11.116921397379913,0.0,0.437,6.14,4.0905,398.0,18.7,10.27,1,0,0,0,0,1
0.05646,0.0,12.83,0.0,0.437,6.232,5.0141,398.0,18.7,12.34,1,0,0,0,0,1
0.08387,0.0,12.83,0.0,0.437,6.266619256017506,4.5026,398.0,18.7,9.1,1,0,0,0,0,0
0.04113,25.0,11.116921397379913,0.0,0.426,6.727,5.4007,281.0,19.0,5.29,1,0,0,0,1,0
0.04462,25.0,4.86,0.0,0.426,6.619,5.4007,281.0,19.0,7.22,0,1,0,0,0,0
0.03659,25.0,4.86,0.0,0.5537947136563877,6.302,5.4007,281.0,19.0,6.72,1,0,0,0,1,0
0.03551,25.0,4.86,0.0,0.426,6.167,5.4007,281.0,19.0,7.51,1,0,0,0,1,0
3.4665813199105147,0.0,4.49,0.0,0.449,6.389,4.7794,247.0,18.5,9.62,1,0,0,0,1,0
0.05735,0.0,4.49,0.0,0.449,6.63,3.780305764966741,247.0,18.5,6.53,0,0,0,0,1,0
0.05188,0.0,4.49,0.0,0.449,6.015,4.4272,247.0,18.5,12.86,1,0,0,0,0,0
0.07151,0.0,4.49,0.0,0.449,6.121,3.7476,247.0,18.5,8.44,1,0,0,0,1,0
0.0566,0.0,3.41,0.0,0.489,7.007,3.4217,270.0,17.8,5.5,0,1,0,0,1,0
0.05302,0.0,3.41,0.0,0.489,7.079,3.4145,270.0,17.8,5.7,0,1,0,0,1,0
0.04684,11.61147186147186,3.41,0.0,0.489,6.417,3.780305764966741,270.0,17.8,8.81,0,1,0,0,1,0
0.03932,0.0,3.41,0.0,0.489,6.405,3.0921,270.0,17.8,8.2,0,1,0,0,1,0
0.04203,28.0,15.04,0.0,0.464,6.266619256017506,3.780305764966741,270.0,18.2,8.16,1,0,0,0,1,0
0.02875,11.61147186147186,15.04,0.0,0.464,6.211,3.6659,270.0,18.2,12.645822510822512,0,0,1,0,1,0
0.04294,11.61147186147186,11.116921397379913,0.0,0.464,6.249,3.615,270.0,18.2,10.59,0,1,0,0,1,0
0.12204,0.0,2.89,0.0,0.445,6.625,3.4952,276.0,18.0,6.65,0,0,0,0,1,0
0.11504,0.0,2.89,0.0,0.445,6.163,3.4952,276.0,18.0,11.34,0,1,0,0,1,0
0.12083,0.0,2.89,0.0,0.5537947136563877,8.069,3.4952,407.86170212765956,18.0,4.21,0,1,0,0,1,0
3.4665813199105147,0.0,2.89,0.0,0.445,6.266619256017506,3.4952,407.86170212765956,18.0,3.57,1,0,0,0,1,0
0.0686,0.0,11.116921397379913,0.0,0.445,7.416,3.4952,276.0,18.426431718061675,6.19,0,1,0,0,1,0
0.14866,0.0,8.56,0.0,0.5537947136563877,6.727,2.7778,384.0,18.426431718061675,9.42,0,0,0,0,0,0
0.11432,0.0,8.56,0.0,0.5537947136563877,6.781,2.8561,384.0,20.9,7.67,0,1,0,0,0,1
0.22876,0.0,8.56,0.0,0.5537947136563877,6.266619256017506,3.780305764966741,384.0,20.9,10.63,0,1,0,0,0,1
0.21161,0.0,8.56,0.06798245614035088,0.52,6.137,3.780305764966741,384.0,20.9,13.44,0,1,0,0,0,0
0.1396,0.0,8.56,0.0,0.52,6.167,2.421,384.0,20.9,12.33,0,1,0,0,0,1
0.13262,0.0,8.56,0.0,0.52,5.851,2.1069,384.0,20.9,12.645822510822512,0,1,0,0,0,1
3.4665813199105147,0.0,11.116921397379913,0.0,0.52,5.836,2.211,407.86170212765956,20.9,18.66,0,1,0,0,0,1
0.13117,0.0,8.56,0.06798245614035088,0.52,6.266619256017506,2.1224,384.0,20.9,14.09,0,0,0,0,0,1
0.12802,0.0,8.56,0.06798245614035088,0.52,6.474,2.4329,384.0,18.426431718061675,12.27,0,1,0,0,0,1
3.4665813199105147,11.61147186147186,8.56,0.0,0.52,6.229,2.5451,384.0,20.9,15.55,0,1,0,0,0,1
0.10793,0.0,8.56,0.0,0.52,6.266619256017506,2.7778,384.0,20.9,13.0,1,0,0,0,0,1
0.10084,0.0,10.01,0.06798245614035088,0.547,6.715,2.6775,432.0,18.426431718061675,10.16,0,1,0,0,0,1
0.12329,0.0,10.01,0.0,0.547,5.913,2.3534,432.0,17.8,16.21,0,1,0,0,0,1
0.22212,0.0,10.01,0.0,0.547,6.092,2.548,432.0,17.8,17.09,0,1,0,0,0,1
3.4665813199105147,0.0,10.01,0.0,0.547,6.254,2.2565,432.0,17.8,10.45,0,1,0,0,0,1
0.17134,0.0,10.01,0.0,0.547,5.928,2.4631,432.0,18.426431718061675,15.76,0,1,0,0,0,1
0.13158,0.0,10.01,0.0,0.547,6.176,2.7301,432.0,17.8,12.04,0,1,0,0,0,0
0.15098,0.0,10.01,0.0,0.547,6.021,2.7474,432.0,17.8,10.3,0,1,0,0,0,1
0.13058,0.0,11.116921397379913,0.0,0.547,5.872,2.4775,407.86170212765956,18.426431718061675,15.37,0,1,0,0,0,1
0.14476,11.61147186147186,10.01,0.0,0.547,5.731,2.7592,432.0,18.426431718061675,12.645822510822512,0,1,0,0,0,1
0.06899,0.0,25.65,0.0,0.581,5.87,2.2577,188.0,19.1,14.37,0,1,0,0,1,0
0.07165,0.0,11.116921397379913,0.0,0.5537947136563877,6.004,2.1974,407.86170212765956,19.1,14.27,0,1,0,0,0,0
0.09299,0.0,25.65,0.0,0.581,5.961,2.0869,188.0,19.1,17.93,0,1,0,0,1,0
0.15038,0.0,25.65,0.0,0.581,5.856,1.9444,188.0,19.1,12.645822510822512,0,1,0,0,1,0
0.09849,0.0,25.65,0.0,0.581,6.266619256017506,2.0063,188.0,19.1,17.58,0,1,0,0,0,0
0.16902,0.0,25.65,0.0,0.581,5.986,1.9929,188.0,19.1,12.645822510822512,0,1,0,0,0,0
0.38735,0.0,25.65,0.0,0.581,5.613,1.7572,188.0,19.1,27.26,0,1,0,0,1,0
0.25915,0.0,21.89,0.06798245614035088,0.624,5.693,1.7883,437.0,21.2,17.19,0,1,0,0,1,0
0.32543,11.61147186147186,21.89,0.0,0.624,6.431,1.8125,437.0,18.426431718061675,15.39,0,1,0,0,1,0
0.88125,0.0,11.116921397379913,0.0,0.624,5.637,3.780305764966741,437.0,21.2,18.34,0,1,0,0,1,0
3.4665813199105147,0.0,21.89,0.0,0.624,6.458,2.1185,437.0,21.2,12.6,0,1,0,0,1,0
1.19294,0.0,11.116921397379913,0.0,0.624,6.326,2.271,437.0,21.2,12.26,0,1,0,0,1,0
0.59005,11.61147186147186,11.116921397379913,0.0,0.624,6.372,2.3274,407.86170212765956,21.2,11.12,0,1,0,0,1,0
0.32982,0.0,21.89,0.0,0.624,5.822,2.4699,437.0,21.2,15.03,0,1,0,0,1,0
0.97617,11.61147186147186,11.116921397379913,0.0,0.624,5.757,2.346,437.0,21.2,17.31,0,1,0,0,1,0
0.55778,0.0,21.89,0.0,0.624,6.335,2.1107,437.0,18.426431718061675,16.96,0,1,0,0,1,0
3.4665813199105147,11.61147186147186,21.89,0.0,0.624,5.942,1.9669,437.0,21.2,16.9,0,1,0,0,1,0
0.35233,0.0,21.89,0.0,0.624,6.454,1.8498,437.0,21.2,14.59,0,1,0,0,0,0
0.2498,0.0,21.89,0.0,0.624,5.857,1.6686,437.0,21.2,21.32,0,1,0,0,1,0
0.54452,0.0,21.89,0.06798245614035088,0.5537947136563877,6.151,1.6687,437.0,21.2,18.46,0,1,0,0,0,0
0.2909,0.0,21.89,0.0,0.624,6.174,1.6119,437.0,21.2,24.16,0,1,0,0,1,0
1.62864,0.0,21.89,0.0,0.624,5.019,1.4394,437.0,21.2,34.41,0,1,0,0,1,0
3.32105,0.0,19.58,1.0,0.871,5.403,1.3216,403.0,14.7,26.82,0,1,0,0,0,1
3.4665813199105147,0.0,19.58,0.06798245614035088,0.871,5.468,1.4118,403.0,14.7,26.42,0,1,0,0,0,0
2.77974,0.0,19.58,0.0,0.871,4.903,1.3459,403.0,14.7,29.29,0,1,0,0,0,1
2.37934,0.0,19.58,0.0,0.871,6.13,1.4191,403.0,14.7,27.8,0,1,0,0,0,1
2.15505,0.0,19.58,0.0,0.871,5.628,3.780305764966741,403.0,14.7,16.65,0,1,0,0,0,1
2.36862,0.0,19.58,0.0,0.871,4.926,1.4608,403.0,14.7,29.53,0,1,0,0,0,1
2.33099,0.0,19.58,0.06798245614035088,0.871,5.186,1.5296,403.0,14.7,28.32,0,1,0,0,0,1
3.4665813199105147,0.0,19.58,0.06798245614035088,0.871,5.597,1.5257,403.0,14.7,21.45,0,1,0,0,0,1
1.6566,0.0,19.58,0.0,0.5537947136563877,6.122,1.618,403.0,14.7,12.645822510822512,0,1,0,0,0,1
1.49632,0.0,19.58,0.0,0.5537947136563877,5.404,1.5916,403.0,14.7,13.28,0,0,0,0,0,1
1.12658,0.0,19.58,1.0,0.871,5.012,1.6102,403.0,14.7,12.12,0,1,0,0,0,1
2.14918,0.0,19.58,0.0,0.871,5.709,1.6232,403.0,14.7,15.79,0,1,0,0,0,1
1.41385,0.0,19.58,1.0,0.871,6.129,1.7494,403.0,14.7,15.12,0,1,0,0,0,1
3.4665813199105147,0.0,11.116921397379913,1.0,0.871,6.152,1.7455,403.0,14.7,15.02,0,1,0,0,0,1
3.4665813199105147,0.0,19.58,0.0,0.871,5.272,1.7364,403.0,14.7,16.14,0,0,0,0,0,1
3.4665813199105147,0.0,19.58,0.0,0.5537947136563877,6.943,3.780305764966741,403.0,18.426431718061675,4.59,0,1,0,0,0,1
1.34284,0.0,19.58,0.0,0.605,6.066,1.7573,403.0,14.7,6.43,0,1,0,0,0,1
1.42502,0.0,11.116921397379913,0.0,0.871,6.51,1.7659,403.0,14.7,7.39,0,1,0,0,0,1
1.27346,0.0,19.58,1.0,0.605,6.25,1.7984,403.0,14.7,12.645822510822512,0,1,0,0,0,1
1.46336,0.0,19.58,0.0,0.605,7.489,1.9709,403.0,14.7,1.73,0,1,0,0,0,1
1.83377,0.0,19.58,1.0,0.605,7.802,3.780305764966741,403.0,14.7,1.92,0,1,0,0,0,0
1.51902,0.0,19.58,1.0,0.605,8.375,2.162,403.0,18.426431718061675,3.32,0,1,0,0,0,1
2.24236,0.0,19.58,0.0,0.5537947136563877,5.854,2.422,403.0,14.7,11.64,0,1,0,0,0,1
2.924,0.0,19.58,0.0,0.605,6.101,2.2834,403.0,14.7,12.645822510822512,0,1,0,0,0,1
